product_id,tn
20001,1266.7654198814125
20002,1034.7666318554304
20003,701.266917915936
20004,535.3862097968964
20005,521.2702513316918
20006,465.0232242563394
20007,408.96922047032444
20008,393.7853842446781
20009,470.2836176863949
20010,393.19613758880166
20011,391.8151721942037
20012,325.07830879001585
20013,371.10035966236137
20014,376.8293276615328
20015,348.49890921488725
20016,289.29424963398316
20017,279.91970918930605
20018,267.7977237213297
20019,316.7753663645789
20020,285.7389024998455
20021,242.55577900835806
20022,261.12181416377587
20023,215.3221762205878
20024,218.1574743608382
20025,218.056470979023
20026,235.7454282935712
20027,220.38015293399303
20028,204.91709471260884
20029,189.35216600890192
20030,149.82306035588272
20031,183.12940679808762
20033,130.90041310207454
20035,168.1733421925524
20037,148.213231795451
20038,172.72124567176115
20039,144.02641948227193
20041,126.88330565031893
20042,154.78942342578893
20043,129.25320267030713
20044,153.5798871293208
20045,146.72225277550098
20046,146.81168126853836
20047,158.55298818501424
20050,128.8865917339829
20051,133.2010783519168
20052,115.82866760299689
20053,146.0718855264935
20054,132.54816579274566
20055,101.55984895118605
20056,99.27236377907681
20057,134.34412380606537
20058,115.4874572013055
20059,134.34896577574796
20061,130.12827938070905
20062,103.93245656508988
20063,118.9536501034418
20065,118.2231037404696
20066,118.98488090437223
20067,111.14617350289777
20068,109.6864364942167
20069,131.99175829723586
20070,110.23853163186256
20071,116.31713165980062
20072,95.05079231770907
20073,102.03279126194266
20074,88.3710119149613
20075,125.67315314623966
20076,96.60153458767601
20077,98.68030112911515
20079,61.929434906325824
20080,88.67058635480112
20081,93.97620175464182
20082,76.22824120790865
20084,103.78906418003845
20086,61.78778062326298
20087,77.33477601305529
20090,78.49527999569986
20091,99.89290549688724
20092,66.73997964284708
20093,80.68321493313273
20094,96.78849174205168
20095,69.64707348307957
20096,73.7282158892727
20097,73.09101742277501
20099,73.14194288856373
20100,65.97730723451619
20101,75.15297399627062
20102,41.75992539673126
20103,78.90836073531653
20106,70.45354888857459
20107,75.6296536232746
20108,63.11692626649916
20109,69.4062150054094
20111,78.69163211290346
20114,62.363309237526835
20116,89.67286934627768
20117,52.478241894769724
20118,60.8635589414431
20119,51.06726414029019
20120,63.22387922868693
20121,75.32523959573838
20122,70.10715943126223
20123,62.54921968428265
20124,53.64100741603665
20125,61.578811548692386
20129,62.55731946710158
20132,58.372102766192484
20133,54.494114087437474
20134,57.35509126365504
20137,54.292654663270085
20138,43.38009254557195
20139,55.755846276628546
20140,54.30777934337502
20142,50.28942236021882
20144,55.3918407927389
20145,55.09254590216328
20146,40.94508706285137
20148,58.564726063620924
20151,43.600830302891154
20152,44.146923987216475
20153,47.741595929678226
20155,48.722718727463175
20157,49.41132207463693
20158,53.036727903107305
20160,51.356732107467565
20161,52.592803422314695
20162,39.3724376879001
20166,46.50698741928518
20167,41.98433616006623
20168,27.273635482629643
20175,35.853651579874295
20176,36.431922341201464
20177,36.66879032079351
20179,32.86005645868615
20180,36.36526059061403
20181,37.94784389644742
20182,34.551791499887045
20183,24.92519453506932
20184,35.494762861506466
20187,33.80021021803442
20188,32.33808062619984
20189,32.62498652327299
20192,37.47302098717612
20193,34.758573104458804
20196,33.43359766436504
20197,31.78604509308229
20198,34.28607822558021
20200,31.679094513292604
20201,32.90290135933232
20205,35.16381739191294
20206,31.360892243404717
20207,21.691720429774634
20208,29.302355377665947
20209,28.09346335700465
20211,24.95352382605266
20212,27.022799289289416
20215,27.406691231486537
20216,19.849188771125206
20219,25.76007691567998
20220,26.26867792443374
20222,22.42461603577133
20224,27.655967075619614
20225,20.461948740951165
20226,22.70125976214494
20227,36.41626506151355
20228,16.144842602678658
20230,20.746179370332612
20231,22.601032395677407
20232,29.40674276581794
20233,29.832001470223343
20234,16.548140796675423
20235,33.245072163725055
20238,21.71454659900117
20239,20.94553419417374
20240,21.652287474720318
20241,21.253061810113035
20242,15.5966215943304
20244,19.79045181895784
20246,23.567495503919535
20249,20.731435639750007
20251,21.19423124819785
20252,18.772453567905977
20253,20.366662636346575
20254,21.81337555634003
20255,15.858163103614338
20256,18.28424430152011
20259,19.645079974087817
20263,21.64680694469518
20264,18.72823795184767
20265,12.384914517918563
20267,21.008637779942582
20268,18.19912647790737
20269,16.94242177894465
20270,20.393070689793728
20271,18.840207429551793
20272,17.457133892115927
20273,17.812347531432827
20275,19.076558191811667
20276,19.632770638003763
20277,17.926493611245938
20278,19.722544954704595
20280,16.789062355773165
20281,15.342792281759468
20282,17.739540681623822
20283,15.654310686235563
20284,17.242253450821682
20285,14.534115395475515
20288,16.625795148913603
20289,15.762484569077646
20290,17.0034266414781
20291,16.61034777344419
20292,15.73306550555071
20295,15.340074459866766
20296,18.50734153018463
20299,15.031886502487055
20300,17.539711305522154
20301,15.306431381724536
20302,11.424411872096154
20303,17.670477153359826
20304,12.574470785678704
20305,10.41716369715883
20307,15.816262270146131
20309,16.23009021059697
20310,16.291976606015425
20311,18.07814004870928
20313,22.028314344972397
20314,17.38270873833795
20315,16.200180638765787
20316,22.828633790562563
20317,14.804352608807463
20320,15.221285966427663
20321,19.874387389613005
20322,11.377563496483216
20324,14.911723550327103
20325,9.426715802130898
20326,15.644901365592462
20327,13.921434968004993
20328,11.978769372545404
20329,12.965388698701453
20330,15.571736769741209
20332,14.179968355570574
20335,13.894771794290067
20336,14.071350961073778
20338,12.96644756614726
20341,11.739010634035111
20342,15.765450445300214
20346,12.24858728597186
20349,13.747012251003403
20350,9.782173075124863
20352,15.627200065632547
20353,13.195418315689013
20354,13.783431941852438
20356,14.499042351676952
20357,14.878348699666612
20358,11.323826276964564
20359,13.914400232528493
20361,16.354585053050926
20362,8.084815257275803
20365,13.598565058646798
20366,13.407210737337163
20367,12.30098539684369
20372,9.004924458066357
20375,10.5759028090628
20379,9.245494459496069
20380,13.437965191091704
20381,14.554013556863222
20382,10.281980637281318
20383,9.997659224222769
20384,11.079850462854095
20385,10.177320224007584
20386,12.18253252420061
20388,10.373998934712342
20396,9.081854229664186
20398,7.68436164429289
20400,11.288183216072401
20401,11.537554401907308
20404,9.786635745267109
20406,12.582927276836195
20407,9.23058113292461
20409,6.815548595486391
20410,9.704858317533173
20411,10.424838342687924
20416,5.218877210963682
20418,4.594677463657911
20419,10.709322737231535
20421,12.325242469175496
20422,5.408288433169511
20424,8.763266323736739
20426,6.218135391032387
20428,4.915351280123156
20429,5.046146055625463
20432,9.485472230883742
20433,11.657874669558698
20434,10.095977669951775
20438,11.71637546410225
20443,8.576800950946655
20449,4.973018521990642
20450,10.134117569792696
20456,8.20967489068454
20463,9.409567945473938
20464,7.136647998980759
20465,7.914122069833883
20466,8.8452973591941
20469,9.368674981764237
20470,7.8933214033276595
20473,6.6979449640434225
20474,8.434053652998907
20480,6.509518467733325
20482,7.722458771798827
20483,8.185925350631507
20484,5.7723000196992515
20490,3.1955436155427255
20497,6.584559968767568
20500,8.037936320240696
20502,7.176835368152707
20505,6.78727535255617
20509,3.5557375004231004
20517,4.775962135491048
20520,6.889647808365009
20524,6.443365288724821
20530,5.81046137110812
20532,6.393569447710631
20536,6.857057450350187
20538,6.911933764156909
20539,6.28021501505422
20549,6.597229220025005
20551,5.473910348038953
20555,5.435739023387018
20560,5.314690933990777
20561,2.2742168205976254
20563,5.548945534666776
20565,6.111306868471951
20568,3.8618410361899236
20570,6.288622038563089
20572,4.513249147258598
20579,4.830548351801301
20583,5.0870389466232435
20585,5.9026807322411665
20586,3.4798129444594696
20596,4.3522414715189806
20597,2.4409277388023556
20599,5.106025324998129
20600,4.508718342605704
20601,3.527812110831553
20602,4.053488295139789
20605,5.084093772275511
20606,4.795205033523783
20609,3.9748206041157674
20612,4.962292677158383
20614,3.898100257927137
20617,3.714563732542353
20622,4.852183226981268
20628,3.8238593692382246
20629,3.555561285098787
20632,3.3486012521530633
20636,2.6198859178235954
20637,4.471542481818522
20639,4.53136524052211
20640,3.852813203659759
20641,4.014330594597755
20642,3.8469524140621556
20644,3.007051598543207
20647,4.723581295937018
20651,3.419359165700784
20652,3.8193165666250497
20653,4.377411111245822
20654,4.7042326533133725
20655,3.6678281287702648
20658,3.9464201457821115
20660,3.225248143314465
20661,4.348621476591198
20663,1.6102657746017903
20664,3.0296621116929447
20666,2.5961053659708795
20670,1.829085746373941
20672,3.978056501356668
20676,2.2090820372395723
20677,3.145557210563707
20678,1.9030825505798283
20680,4.513391511636833
20684,2.7677059319001334
20685,2.3634632515942124
20693,4.105538843955266
20696,3.6402155135700704
20697,2.919893394661341
20699,3.5583826500727977
20701,3.660844639926352
20702,2.2639316439114614
20705,2.7140900122651663
20706,3.8347611890660405
20708,3.308751015121099
20713,2.6358979222863796
20714,3.766441909198457
20715,2.430672544303367
20721,2.225809802242284
20729,1.3132144949145834
20730,2.4427797521485815
20733,2.661356094480844
20735,2.5390235512727117
20737,2.09356318969836
20739,3.120924647185019
20742,2.283925571706317
20744,2.963357910875641
20745,2.4020103881499653
20749,2.7919495702703685
20751,2.5106317543010066
20756,2.66257217744312
20759,2.067119040360444
20761,2.7445298694638396
20765,1.6037132131889331
20768,2.134501176825239
20773,1.2745482615079118
20781,1.76332928058192
20786,1.4519806771122488
20788,1.4836133479106477
20789,1.7961581876953696
20793,2.4115328532701192
20800,1.2961070710244733
20801,1.8284803963908347
20802,1.5331748920030877
20803,1.636574772925604
20807,2.1145032913837682
20810,2.0333891104483626
20812,1.6916209867293406
20820,2.0811581633977627
20823,1.9934153936235184
20824,1.3691493061625923
20826,1.632435357039499
20828,1.6353528464875702
20830,1.388176477387527
20831,2.0543537901186593
20838,2.0129140179237783
20840,2.0555811233185834
20843,1.4412035522127888
20846,1.207034370929988
20847,1.7739576633548402
20849,2.119183936173373
20852,1.1098333030292553
20862,1.607173920274819
20863,1.433458094048237
20864,1.2773147231882342
20865,1.4393851381638392
20870,1.380730618076458
20879,1.5881071732347536
20882,1.2793786057782355
20883,1.1251050629049457
20885,1.2387977224708049
20892,1.3197758058990852
20894,1.6503324124862784
20901,1.012052040691498
20906,0.8998078493686872
20913,1.208896007139193
20919,0.8384348206063259
20922,0.9079504792898685
20925,0.9471228804232799
20931,1.1282795604303049
20936,0.6927422537256286
20937,0.8990571109368491
20941,0.8858268062433509
20947,0.8603582585230363
20948,0.7844393064133452
20949,1.0751039786636578
20956,0.6952884815407463
20957,0.9343150788783452
20961,0.8792146927718483
20965,0.8041664775066255
20970,0.6881269898176885
20976,0.6966873468802761
20982,0.45726944265638264
20985,0.7198477887741994
20986,0.7962126927803768
20991,0.39562176724762693
20994,0.46784308979600525
21008,0.7172084889921932
21014,0.8858197016340877
21016,0.5736924195635074
21024,0.5638502021721361
21028,0.47772534586040993
21032,0.45225504309999753
21038,0.4778674273547638
21048,0.43448118259285795
21049,0.3810823716204642
21055,0.34731877962757407
21057,0.5274173753019247
21077,0.2959262654846674
21080,0.3898177113894109
21088,0.32811161866340416
21131,0.20970449978757008
21170,0.10720090148260794
21182,0.10811858914500261
21190,0.14199723274652806
21192,0.05661217916616014
21200,0.10142233788785299
21202,0.060831655782245274
21218,0.04660591162952642
21222,0.049292354471153
20514,6.957115220024653
20578,4.795134224507366
20878,1.4259325420431024
21224,0.09309713898251792
20588,3.897873738827988
20724,2.1686575350476627
20743,2.069322844457397
20771,1.7831294881746906
20945,1.3766486606512978
20951,1.1332384273141511
20319,15.562171399802407
20390,11.295521954743691
20415,8.692619404201515
20447,8.703348603286328
20478,7.800207188971578
20508,6.583944068947346
20667,5.734100708750001
20298,15.753222294470081
20343,12.781920111657165
20377,11.223351414735058
20417,10.17169312246337
20750,2.7012378937260317
20832,2.128408422137435
20855,1.7205531243939194
20877,1.2890127530491386
20914,1.2796365007851094
20996,0.8006059573863276
21003,0.6599929859322524
21027,1.2369463400705731
20049,162.6826629154715
20453,11.050251021482953
20657,4.338355165650969
20741,2.2928206912358964
20777,2.65803189373616
20402,12.451259209141416
20496,7.6633800954448645
20542,7.754138870860643
20624,5.125667089738683
20775,2.0749228711961596
20818,1.8749157468851352
20202,30.758250745648276
20334,14.383677767777371
20337,15.690738821725322
20340,16.858039273606312
20544,6.889757142247499
20552,4.170257730224194
20574,3.917237019248133
20589,6.395067578060358
20646,4.802763344391036
20758,2.7547186046352983
20809,2.9420848684324046
21167,0.16863587141283087
21180,0.09614753166598917
20112,80.96422235840377
20297,25.205787445731065
20306,25.82324258478409
20323,23.418287714323302
20344,17.289409974234033
20348,17.12665326310043
20387,13.701454223699987
20403,12.914278046404284
20567,7.231040328809978
21118,0.32585808412412415
21155,0.28371796574370134
21184,0.2028606756621808
21194,0.12403690635407583
21207,0.14204874559651776
21212,0.1046593837341104
20164,62.38273865173307
20203,45.51860919877234
20218,29.320910692409964
20479,10.664041323348844
21065,0.5790804030436483
20237,39.96913524618734
20395,17.546689744575243
20513,8.444753300296945
20576,7.070458332344814
20604,6.7595352864809195
21157,0.18480151298553196
20126,96.70779123218142
20135,82.78741446815364
20150,86.23572788306194
20262,23.75062006157829
20351,17.6145118186218
20368,15.566865070505695
20378,13.610706009085414
20481,8.17701994783023
20488,9.98944869897042
20541,9.554394386786676
20571,8.724403103327248
20811,2.848869203913407
20130,94.54037523476363
20143,81.04894058829856
20159,67.00151686319437
20170,69.92248615888346
20266,31.706104589724454
20364,26.932972173186368
20389,29.085983723768617
21034,0.71208579165337
21040,0.6438409615314913
21126,0.4474442148381441
21164,0.2965856510607261
21176,0.3243804917337967
20089,158.68393971207803
20459,14.713563602350657
20522,10.38172516613297
20638,5.943452196930101
20503,10.209799407477771
20679,7.607971265482906
20783,3.1095844617805186
20853,2.7395358106657954
21084,0.5360742962071176
20495,14.279569733439033
20523,12.783584035538087
20527,12.6632480514284
20540,10.471260609064732
20553,10.720563337947514
20559,12.030645262537561
20569,10.206694850057504
20611,9.212992291176395
20682,5.888165323749477
20902,2.1204388008483317
20908,2.2970313279823067
20967,1.4693874512459324
20997,1.0509340700832874
21142,0.24680545446854357
21191,0.12269683674918824
21209,0.0946730038871963
21226,0.09208700043807543
21233,0.0224550858354277
21245,0.003916970934125937
20085,172.3323185614267
20408,14.389057425630082
20477,10.683392538962845
20700,3.035005798587783
20709,6.869601686600782
20917,2.3672139251274897
20990,0.9331585153862216
21001,0.7080476820062961
21022,0.9665915596161511
21037,0.6525946270842404
21056,0.8452682151474022
21201,0.24141694245529255
21244,0.013939532247336628
21246,0.017181943957287393
21248,0.011013020747328215
21256,0.005724472019633963
21259,0.00917220069132179
21262,0.011813004877606403
21263,0.009980518641300304
20460,14.525400987533398
20547,12.655300323955444
20558,11.933951972691592
20580,13.860811729409402
20627,8.511806062438596
20689,7.096984299597323
20817,4.051933952364541
20835,3.4649405219684644
21093,0.6162046929313977
21105,0.6610721421861129
20032,487.30894527202133
21153,0.4803958964401793
21159,0.4039264962737069
21168,0.39058686287160843
20286,43.76115954917529
20442,25.072834609765756
20491,13.991553062248666
20548,16.173298346039463
20620,12.217359763856688
20623,11.376188590988637
20659,9.884418437325085
20757,4.550382927593573
21033,1.3651194925957217
21073,1.009081035987764
21252,0.1284879639716518
21265,0.05472052851679966
21266,0.06477794464508226
21267,0.055157929861962704
21276,0.02809380186261514
20355,27.26274360551632
20414,26.8116283365723
20458,21.4553692584468
20476,20.61129748101005
20510,13.42995133969559
20521,15.039764770335779
20525,15.924553336984586
20526,16.932474098734982
20531,14.508755550343736
20537,14.382394377902834
20575,12.844414479226243
20577,12.239460470512855
20593,11.866865422598158
20603,11.274261770832203
20633,10.060678340604529
20681,9.732651669999145
20719,7.7919457431775
20746,6.3622416456605
20785,5.7463464678274185
20795,4.810152263986952
20822,5.328407960996428
20859,2.8213917969157842
20907,3.955842610755729
20920,3.1610591934476377
20966,1.3804648349531743
20987,1.3782030537183123
21086,0.9654461749611605
21092,0.9807233823081941
21179,0.4367122080061485
21196,0.3721853144637258
20754,8.513235935987739
20924,2.9873484600153213
20928,3.634010961395345
20932,2.3236517495055256
20946,2.9278043933096427
21042,1.5333381994228572
21044,1.695446318532427
21064,0.7824778813159559
21074,0.9118705620639711
21099,0.5243736821454023
21135,0.4365168409697274
21163,0.48062361065858294
21171,0.42282008419526473
20174,94.67672256346918
20592,15.042286730716881
20649,19.286693709566286
20674,10.979268017757612
20691,14.684364060651216
20732,8.221728754356434
20772,6.362958942039119
20774,6.892506883619797
20827,5.290060552807485
20927,3.2618233202044395
21007,1.7365853681462016
21111,1.1269993527317368
21114,1.1714028952861635
21119,1.013860395647036
21140,0.667155567380002
21227,0.29869406310361735
20236,69.3739263045716
20261,59.599330473708235
20440,26.759141563307516
20615,12.890437243363456
20621,9.091289177796439
20662,10.225119496561115
20673,9.581295531259602
20711,8.485036673586556
20720,8.356424035463654
20845,4.14820779716063
20886,2.078448602409041
20904,5.012295522042821
20910,4.748040278561195
20912,3.813470306169531
20933,3.2655581879632933
20953,2.901228776485892
21006,1.6444183605369826
21035,1.6942078679082635
21039,1.7820071017325327
